[rosmaster.main][INFO] 2024-11-17 14:45:13,223: initialization complete, waiting for shutdown
[rosmaster.main][INFO] 2024-11-17 14:45:13,223: Starting ROS Master Node
[rosmaster.master][INFO] 2024-11-17 14:45:34,286: -PUB [/camera/realsense2_camera_manager/bond] /camera/realsense2_camera http://uav1-Default-string:36117/
[rosmaster.master][INFO] 2024-11-17 14:45:34,286: publisherUpdate[/rosout] -> http://uav1-Default-string:44401/ ['http://uav1-Default-string:42659/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2024-11-17 14:45:34,286: publisherUpdate[/camera/realsense2_camera_manager/bond] -> http://uav1-Default-string:36117/ []
[rosmaster.master][INFO] 2024-11-17 14:45:34,286: -SUB [/camera/realsense2_camera_manager/bond] /camera/realsense2_camera http://uav1-Default-string:36117/
[rosmaster.master][INFO] 2024-11-17 14:45:34,287: -SERVICE [/camera/realsense2_camera/get_loggers] /camera/realsense2_camera rosrpc://uav1-Default-string:49399
[rosmaster.master][INFO] 2024-11-17 14:45:34,287: -SERVICE [/camera/realsense2_camera/set_logger_level] /camera/realsense2_camera rosrpc://uav1-Default-string:49399
[rosmaster.master][INFO] 2024-11-17 14:45:34,287: -CACHEDPARAM [/rosout_disable_topics_generation] by /camera/realsense2_camera
[rosmaster.master][INFO] 2024-11-17 14:45:34,295: publisherUpdate[/camera/realsense2_camera_manager/bond] -> http://uav1-Default-string:36117/ []: sec=0.01, exception=[Errno 111] Connection refused
[rosmaster.threadpool][ERROR] 2024-11-17 14:45:34,296: Traceback (most recent call last):
  File "/opt/ros/melodic/lib/python2.7/dist-packages/rosmaster/threadpool.py", line 218, in run
    result = cmd(*args)
  File "/opt/ros/melodic/lib/python2.7/dist-packages/rosmaster/master_api.py", line 210, in publisher_update_task
    ret = xmlrpcapi(api).publisherUpdate('/master', topic, pub_uris)
  File "/usr/lib/python2.7/xmlrpclib.py", line 1243, in __call__
    return self.__send(self.__name, args)
  File "/usr/lib/python2.7/xmlrpclib.py", line 1602, in __request
    verbose=self.__verbose
  File "/usr/lib/python2.7/xmlrpclib.py", line 1283, in request
    return self.single_request(host, handler, request_body, verbose)
  File "/usr/lib/python2.7/xmlrpclib.py", line 1311, in single_request
    self.send_content(h, request_body)
  File "/usr/lib/python2.7/xmlrpclib.py", line 1459, in send_content
    connection.endheaders(request_body)
  File "/usr/lib/python2.7/httplib.py", line 1095, in endheaders
    self._send_output(message_body)
  File "/usr/lib/python2.7/httplib.py", line 898, in _send_output
    self.send(msg)
  File "/usr/lib/python2.7/httplib.py", line 860, in send
    self.connect()
  File "/usr/lib/python2.7/httplib.py", line 837, in connect
    self.timeout, self.source_address)
  File "/usr/lib/python2.7/socket.py", line 575, in create_connection
    raise err
error: [Errno 111] Connection refused

[rosmaster.master][INFO] 2024-11-17 14:45:36,263: -PUB [/rosout] /vins_to_mavros http://uav1-Default-string:42659/
[rosmaster.master][INFO] 2024-11-17 14:45:36,264: -PUB [/mavros/vision_pose/pose] /vins_to_mavros http://uav1-Default-string:42659/
[rosmaster.master][INFO] 2024-11-17 14:45:36,264: -PUB [/viobot/camera_pose] /vins_to_mavros http://uav1-Default-string:42659/
[rosmaster.master][INFO] 2024-11-17 14:45:36,265: -PUB [/viobot/stereo2_ctrl] /vins_to_mavros http://uav1-Default-string:42659/
[rosmaster.master][INFO] 2024-11-17 14:45:36,265: -SUB [/viobot/pr_loop/odometry_rect] /vins_to_mavros http://uav1-Default-string:42659/
[rosmaster.master][INFO] 2024-11-17 14:45:36,265: publisherUpdate[/rosout] -> http://uav1-Default-string:44401/ []
[rosmaster.master][INFO] 2024-11-17 14:45:36,265: -SUB [/mavros/distance_sensor/hrlv_ez4_pub] /vins_to_mavros http://uav1-Default-string:42659/
[rosmaster.master][INFO] 2024-11-17 14:45:36,266: publisherUpdate[/rosout] -> http://uav1-Default-string:44401/ []: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2024-11-17 14:45:36,266: -SERVICE [/vins_to_mavros/get_loggers] /vins_to_mavros rosrpc://uav1-Default-string:35187
[rosmaster.master][INFO] 2024-11-17 14:45:36,266: -SERVICE [/vins_to_mavros/set_logger_level] /vins_to_mavros rosrpc://uav1-Default-string:35187
[rosmaster.master][INFO] 2024-11-17 14:45:36,267: -CACHEDPARAM [/rosout_disable_topics_generation] by /vins_to_mavros
[rosmaster.master][INFO] 2024-11-17 14:45:36,466: -PUB [/rosout_agg] /rosout http://uav1-Default-string:44401/
[rosmaster.master][INFO] 2024-11-17 14:45:36,467: -SUB [/rosout] /rosout http://uav1-Default-string:44401/
[rosmaster.master][INFO] 2024-11-17 14:45:36,467: -SERVICE [/rosout/get_loggers] /rosout rosrpc://uav1-Default-string:33323
[rosmaster.master][INFO] 2024-11-17 14:45:36,467: -SERVICE [/rosout/set_logger_level] /rosout rosrpc://uav1-Default-string:33323
[rosmaster.master][INFO] 2024-11-17 14:45:36,468: -CACHEDPARAM [/rosout/omit_topics] by /rosout
[rosmaster.main][INFO] 2024-11-17 14:45:36,535: keyboard interrupt, will exit
[rosmaster.main][INFO] 2024-11-17 14:45:36,535: stopping master...
[rospy.core][INFO] 2024-11-17 14:45:36,536: signal_shutdown [atexit]
